                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     600                                      750                  1.0000000000000000E+000                  2.0000000000000000E-002                  5.2198515559727932E-002                  1.2350287213122737E-039                  3.0906414606458982E-001                  1.4367885717006422E-019                  1.3239086395134481E-001                  1.2016849403641263E+001                  7.0700000000000007E-001                  2.9052694369859617E-005                  2.7297094730563021E-001                  3.4416073257059199E-003                  1.0081585205319675E-003                  9.3604492797742123E-003                  2.0994604783340916E-003                  6.5857983029049690E-004                  0.0000000000000000E+000                  4.6561594001538157E-004                  1.9133518527583815E-008                  1.7977316015077796E-004                  2.2665731684899358E-006                  6.6395286735786140E-007                  6.1646030981165105E-006                  1.3826623255228715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5857959180261382E-004                  1.3214272494493248E-001                  6.5857605015925405E-004                  1.3094393309707547E-001                  1.8793877120733279E+004                  5.3523623792857140E+020                  4.5836934066852622E+025                  1.2674616027479504E-022                  1.2674616027479504E-022                  0.0000000000000000E+000                  5.0759296331265537E-024                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.6472885829760518E+006                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200730" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44 
                                    zone                                     logT                                   logRho                         log_column_depth                               luminosity                            lum_rad_div_L                                     grav                                  entropy                              mixing_type                                      eta                                       mu                                   radius                              temperature                                      tau                                 pressure                          pgas_div_ptotal                                    grada                                       cv                                       cp                                   gamma1                                   gamma3                                   chiRho                                     chiT                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     abar                                  opacity                         dkap_dlnrho_face                           dkap_dlnT_face                               extra_heat                     log_irradiation_heat                                log_D_mix                                     dlnd                                  dlnPgas                                     dlnT                                     dlnR                                     mass                                       dr                                        x                                        y                                        z                                 brunt_N2                                  brunt_B 
                                       1                  3.1927241332678213E+000                 -4.6608764001400562E+000                 -9.8999999999999986E+001                  1.4367885717006422E-019                  1.0000000000000000E+000                  1.0298684332994478E+003                  9.4270715039668591E+000                                        0                 -2.0000000000000014E+001                  2.5859636162339594E+000                  1.3239086395134481E-001                  1.5585621793081884E+003                  7.1384955691498124E+000                  1.2000006322942190E+006                  9.9999998759928332E-001                  2.7314897098600865E-001                  9.4121907576882675E+007                  1.2939797979001349E+008                  1.3701597192704431E+000                  1.3741530980893708E+000                  1.0001269987933024E+000                  1.0003489839848050E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1264260399294728E-003                  2.4954837338982791E-003                  1.6944396318524891E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.3614746874586917E-020                  9.1818335292916511E-021                 -1.5948950783895560E-014                  6.5857983029049690E-004                  5.6239757537841797E+001                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  5.2723176879920931E-006                  0.0000000000000000E+000 
                                       2                  3.1927241332678111E+000                 -4.6608755992350224E+000                 -2.9108325342794537E+000                 -8.6846634527797076E-013                 -3.3364740052889077E+021                  1.0298684458703033E+003                  9.4270707234797584E+000                                        0                 -2.0000000000000018E+001                  2.5859636162727870E+000                  1.3239086314327911E-001                  1.5585621793081525E+003                  7.1385030918656653E+000                  1.2000028453240413E+006                  9.9999998759930619E-001                  2.7314897173648089E-001                  9.4121907188760564E+007                  1.2939797936048929E+008                  1.3701597205301910E+000                  1.3741530994632218E+000                  1.0001269989635639E+000                  1.0003489834637416E+000                  7.0699999999999996E-001                  2.7300000000000013E-001                  1.9999999999999907E-002                  1.2878770031221607E+000                  6.1264306419834989E-003                  2.4954847114656573E-003                  1.6944397879555258E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.6570687282995409E-016                 -1.2720735359018029E-016                 -1.2396237332081558E-014                  6.5857983028983836E-004                  1.4059924888610840E+002                  7.0699999999999996E-001                  2.7300000000000013E-001                  1.9999999999999907E-002                  5.2723180612180014E-006                  0.0000000000000000E+000 
                                       3                  3.1927241332677641E+000                 -4.6608744550874333E+000                 -2.3667644766753133E+000                 -2.8589179230492287E-012                 -1.0983390876770526E+022                  1.0298684772974102E+003                  9.4270696085003305E+000                                        0                 -2.0000000000000014E+001                  2.5859636163282547E+000                  1.3239086112311690E-001                  1.5585621793079836E+003                  7.1385218986698264E+000                  1.2000060067954073E+006                  9.9999998759933884E-001                  2.7314897280858230E-001                  9.4121906634300038E+007                  1.2939797874688303E+008                  1.3701597223298443E+000                  1.3741531014258672E+000                  1.0001269992067949E+000                  1.0003489827193688E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1264372163419931E-003                  2.4954895993044780E-003                  1.6944405684683406E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  7.3103320764360215E-016                  1.9968096998609674E-016                 -1.2396237904712598E-014                  6.5857983028819189E-004                  1.4059888648986816E+002                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  5.2723189516441306E-006                  0.0000000000000000E+000 
                                       4                  3.1927241332676402E+000                 -4.6608727388715350E+000                 -2.1326812573881142E+000                 -5.0186167380695688E-012                 -1.9280521784315668E+022                  1.0298685087244380E+003                  9.4270679360365790E+000                                        0                 -2.0000000000000014E+001                  2.5859636164114566E+000                  1.3239085910295989E-001                  1.5585621793075379E+003                  7.1385407054947434E+000                  1.2000107490027512E+006                  9.9999998759938780E-001                  2.7314897441672842E-001                  9.4121905802609488E+007                  1.2939797782647425E+008                  1.3701597250293491E+000                  1.3741531043698350E+000                  1.0001269995716402E+000                  1.0003489816028188E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1264470778702711E-003                  2.4954944871500317E-003                  1.6944413489734220E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -8.3780919207115573E-016                 -2.2884672183391638E-016                 -1.2396238464068182E-014                  6.5857983028654553E-004                  2.8119668769836426E+002                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  5.2723198894580660E-006                  1.6850827195717458E-011 
                                       5                  3.1927241332671006E+000                 -4.6608687343933957E+000                 -1.8694397961059732E+000                 -9.3463785879727394E-012                 -3.5906917259273669E+022                  1.0298685715782551E+003                  9.4270640336456974E+000                                        0                 -2.0000000000000025E+001                  2.5859636166055924E+000                  1.3239085506266152E-001                  1.5585621793056027E+003                  7.1385783192068448E+000                  1.2000218141545630E+006                  9.9999998759950215E-001                  2.7314897816904132E-001                  9.4121903861999497E+007                  1.2939797567885625E+008                  1.3701597313283116E+000                  1.3741531112390866E+000                  1.0001270004229428E+000                  1.0003489789975770E+000                  7.0699999999999985E-001                  2.7300000000000024E-001                  1.9999999999999907E-002                  1.2878770031221609E+000                  6.1264700880585485E-003                  2.4955042628602179E-003                  1.6944429099631342E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.3125282249535153E-016                 -1.1779626793237811E-016                 -8.8435256135122434E-015                  6.5857983028325259E-004                  7.0298534202575684E+002                  7.0699999999999985E-001                  2.7300000000000024E-001                  1.9999999999999907E-002                  5.2723217677492932E-006                  6.7403308782869831E-011 
                                       6                  3.1927241332654690E+000                 -4.6608630137717331E+000                 -1.5397645527241597E+000                 -1.9800776392831580E-011                 -7.6070622745980352E+022                  1.0298687287113969E+003                  9.4270584588597064E+000                                        0                 -2.0000000000000014E+001                  2.5859636168829256E+000                  1.3239084496200715E-001                  1.5585621792997472E+003                  7.1386723538503247E+000                  1.2000376215191183E+006                  9.9999998759966546E-001                  2.7314898352945477E-001                  9.4121901089685902E+007                  1.2939797261082014E+008                  1.3701597403271786E+000                  1.3741531210523525E+000                  1.0001270016390797E+000                  1.0003489752758998E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1265029596434123E-003                  2.4955287022477711E-003                  1.6944468123052527E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.0500513613964220E-016                  2.8682046234848613E-017                 -5.2908131696032936E-015                  6.5857983027502035E-004                  7.0297622299194336E+002                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  5.2723263602693779E-006                  1.0110496317430475E-010 
                                       7                  3.1927241332617173E+000                 -4.6608544329764969E+000                 -1.3545298479611607E+000                 -3.0349206877238518E-011                 -1.1659558298097492E+023                  1.0298688858425362E+003                  9.4270500968124242E+000                                        0                 -2.0000000000000014E+001                  2.5859636172989195E+000                  1.3239083486148381E-001                  1.5585621792862837E+003                  7.1387663890126962E+000                  1.2000613325731885E+006                  9.9999998759991049E-001                  2.7314899156991940E-001                  9.4121896931224555E+007                  1.2939796800878227E+008                  1.3701597538260997E+000                  1.3741531357722103E+000                  1.0001270034632652E+000                  1.0003489696936045E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1265522667846841E-003                  2.4955531417954163E-003                  1.6944507144613992E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.9692823258788531E-016                  1.3573544576985438E-016                 -5.2908143747396425E-015                  6.5857983026678811E-004                  1.4059249820709229E+003                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  5.2723309776989889E-006                  6.5530819794637653E-011 
                                       8                  3.1927241332490013E+000                 -4.6608372718785622E+000                 -1.1255023811853586E+000                 -5.1432740750828671E-011                 -1.9759430341653358E+023                  1.0298692000987837E+003                  9.4270333731888645E+000                                        0                 -2.0000000000000014E+001                  2.5859636181308834E+000                  1.3239081466083175E-001                  1.5585621792406494E+003                  7.1389544608941069E+000                  1.2001087547102692E+006                  9.9999998760040054E-001                  2.7314900765036054E-001                  9.4121888614300519E+007                  1.2939795880473079E+008                  1.3701597808263013E+000                  1.3741531652119090E+000                  1.0001270071115640E+000                  1.0003489585298020E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1266508802064659E-003                  2.4956020213679612E-003                  1.6944585182538285E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  7.7009014577035436E-016                  2.1034935936000723E-016                 -1.7381014364400111E-015                  6.5857983025032363E-004                  2.8117401828765869E+003                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  5.2723402095410380E-006                  1.4416900194968531E-011 
                                       9                  3.1927241332142882E+000                 -4.6608115314550638E+000                 -8.6550897235511226E-001                 -9.3602697746480502E-011                 -3.5960284420242876E+023                  1.0298698285871690E+003                  9.4270082889166336E+000                                        0                 -2.0000000000000021E+001                  2.5859636193787723E+000                  1.3239077426110499E-001                  1.5585621791160725E+003                  7.1393306108835430E+000                  1.2001798880027174E+006                  9.9999998760113540E-001                  2.7314903177016281E-001                  9.4121876138739333E+007                  1.2939794499854097E+008                  1.3701598213331683E+000                  1.3741532093720910E+000                  1.0001270125838331E+000                  1.0003489417860427E+000                  7.0700000000000007E-001                  2.7300000000000019E-001                  1.9999999999999796E-002                  1.2878770031221605E+000                  6.1267987981309269E-003                  2.4956997824329493E-003                  1.6944741236119675E-002                  5.8770676017752554E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -5.1358277173474640E-016                 -1.4028463699424156E-016                 -1.7381028567932690E-015                  6.5857983021739457E-004                  3.5144693450927734E+003                  7.0700000000000007E-001                  2.7300000000000019E-001                  1.9999999999999796E-002                  5.2723586771084563E-006                  8.9891818793260784E-012 
