                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                      56                                      750                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.0000000000000000E+007                  2.4521187068124129E+006                  1.4342989746205280E+003                  1.6433319001836118E-007                  1.3725318142772722E-001                  1.0792946946499823E+001                  7.0700000000000007E-001                  2.9052694369860068E-005                  2.7297094730563021E-001                  3.4416073257059754E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  6.5857983074009397E-004                  0.0000000000000000E+000                  4.6561594033324639E-004                  1.9133518540646115E-008                  1.7977316027350518E-004                  2.2665731700373092E-006                  6.6395286781112673E-007                  6.1646031023249361E-006                  1.3826623264667832E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5857962222052148E-004                  1.3704291396064228E-001                  6.5857548071184501E-004                  1.3562404084451837E-001                  1.9838689865347002E+004                  4.5138662417875421E+008                  4.0075886719323703E+013                  1.1822594842581940E-022                  1.1822594842581940E-022                  0.0000000000000000E+000                  4.7345024148972559E-024                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2623259993600000E+015                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20200715" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44 
                                    zone                                     logT                                   logRho                         log_column_depth                               luminosity                            lum_rad_div_L                                     grav                                  entropy                              mixing_type                                      eta                                       mu                                   radius                              temperature                                      tau                                 pressure                          pgas_div_ptotal                                    grada                                       cv                                       cp                                   gamma1                                   gamma3                                   chiRho                                     chiT                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     abar                                  opacity                         dkap_dlnrho_face                           dkap_dlnT_face                               extra_heat                     log_irradiation_heat                                log_D_mix                                     dlnd                                  dlnPgas                                     dlnT                                     dlnR                                     mass                                       dr                                        x                                        y                                        z                                 brunt_N2                                  brunt_B 
                                       1                  3.1945535771343359E+000                 -4.6627055132143251E+000                 -9.8999999999999986E+001                  1.6433319001836118E-007                  1.0000000000000000E+000                  9.5819288084970526E+002                  9.4336703781058144E+000                                        0                 -1.9999999999999989E+001                  2.5859620175009961E+000                  1.3725318142772722E-001                  1.5651413924087778E+003                  7.7493669341499904E+000                  1.2000002736727779E+006                  9.9999998738855955E-001                  2.7289991323431950E-001                  9.4240615994493902E+007                  1.2951772460706891E+008                  1.3696960610020634E+000                  1.3736850226436552E+000                  1.0001262324825591E+000                  1.0003638366476646E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1905046331558258E-003                  2.5019713743875717E-003                  1.8478232548111911E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -1.1077307195027478E-009                  1.6813494659018087E-004                  1.2021028833743620E-003                  6.5857983074009397E-004                  2.6273263931274414E+001                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015943332032819E-006                  0.0000000000000000E+000 
                                       2                  3.1945535778914436E+000                 -4.6627051920795628E+000                 -3.2431913397324754E+000                  1.6433319001825660E-007                  1.0000000000000000E+000                  9.5819288612004163E+002                  9.4336700670414420E+000                                        0                 -1.9999999999999989E+001                  2.5859620175165015E+000                  1.3725318105022694E-001                  1.5651413951372967E+003                  7.7493704703328286E+000                  1.2000011631093184E+006                  9.9999998738856888E-001                  2.7289991348265452E-001                  9.4240615875081956E+007                  1.2951772447104883E+008                  1.3696960612328826E+000                  1.3736850230472044E+000                  1.0001262325443419E+000                  1.0003638364361593E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1905065154275385E-003                  2.5019717911158776E-003                  1.8478233590986458E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.6802896415786215E-009                  1.6813497929793293E-004                  1.2021028928421626E-003                  6.5857983073976470E-004                  5.9114820480346680E+001                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015943686809604E-006                  0.0000000000000000E+000 
                                       3                  3.1945535792891806E+000                 -4.6627045992159983E+000                 -2.7313079733784398E+000                  1.6433319001802131E-007                  1.0000000000000000E+000                  9.5819289797829310E+002                  9.4336694927691465E+000                                        0                 -1.9999999999999989E+001                  2.5859620175451274E+000                  1.3725318020085164E-001                  1.5651414001745613E+003                  7.7493784267467039E+000                  1.2000028051460481E+006                  9.9999998738858598E-001                  2.7289991394111762E-001                  9.4240615654629543E+007                  1.2951772421993530E+008                  1.3696960616590130E+000                  1.3736850237922169E+000                  1.0001262326584033E+000                  1.0003638360456899E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1905099903897844E-003                  2.5019736663934554E-003                  1.8478238283918865E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -1.1275770688179812E-008                  1.6813503968067612E-004                  1.2021029141571122E-003                  6.5857983073902375E-004                  9.8524528503417969E+001                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015944169101372E-006                  0.0000000000000000E+000 
                                       4                  3.1945535813275496E+000                 -4.6627037346247224E+000                 -2.3980932853844705E+000                  1.6433319001762921E-007                  1.0000000000000000E+000                  9.5819291774201156E+002                  9.4336686552902176E+000                                        0                 -1.9999999999999989E+001                  2.5859620175868741E+000                  1.3725317878522866E-001                  1.5651414075205801E+003                  7.7493916874441586E+000                  1.2000051997830486E+006                  9.9999998738861096E-001                  2.7289991460970520E-001                  9.4240615333137706E+007                  1.2951772385372937E+008                  1.3696960622804573E+000                  1.3736850248786883E+000                  1.0001262328247424E+000                  1.0003638354762572E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1905150580411298E-003                  2.5019767918576835E-003                  1.8478246105451207E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -2.0894147086424339E-008                  1.6813512773836532E-004                  1.2021029496842809E-003                  6.5857983073778885E-004                  1.3136581230163574E+002                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015944972916682E-006                  0.0000000000000000E+000 
                                       5                  3.1945535848218989E+000                 -4.6627022524721902E+000                 -2.1640100674063407E+000                  1.6433319001710638E-007                  1.0000000000000000E+000                  9.5819294409359225E+002                  9.4336672196159768E+000                                        0                 -1.9999999999999989E+001                  2.5859620176584377E+000                  1.3725317689773461E-001                  1.5651414201137654E+003                  7.7494093683889975E+000                  1.2000093048752733E+006                  9.9999998738865370E-001                  2.7289991575584349E-001                  9.4240614782011852E+007                  1.2951772322595112E+008                  1.3696960633458060E+000                  1.3736850267411989E+000                  1.0001262331098941E+000                  1.0003638345000938E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1905237454378250E-003                  2.5019809591463535E-003                  1.8478256534121388E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -3.7382703404358057E-008                  1.6813527869519971E-004                  1.2021029970476925E-003                  6.5857983073614249E-004                  2.6273073577880859E+002                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015946044664023E-006                  0.0000000000000000E+000 
                                       6                  3.1945535929753968E+000                 -4.6626987941356655E+000                 -1.9007686087423161E+000                  1.6433319001606072E-007                  1.0000000000000000E+000                  9.5819299679657820E+002                  9.4336638697285888E+000                                        0                 -1.9999999999999989E+001                  2.5859620178254192E+000                  1.3725317312275923E-001                  1.5651414494979226E+003                  7.7494447303297589E+000                  1.2000188834248523E+006                  9.9999998738875340E-001                  2.7289991843010813E-001                  9.4240613496066824E+007                  1.2951772176115179E+008                  1.3696960658316899E+000                  1.3736850310869975E+000                  1.0001262337752441E+000                  1.0003638322224127E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1905440160026030E-003                  2.5019892937338368E-003                  1.8478277391322632E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -7.5855568876183516E-008                  1.6813563092818473E-004                  1.2021030917737424E-003                  6.5857983073284965E-004                  6.5682178306579590E+002                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015948188134556E-006                  0.0000000000000000E+000 
                                       7                  3.1945536046233074E+000                 -4.6626938537015752E+000                 -1.5710933719056535E+000                  1.6433319001344654E-007                  1.0000000000000000E+000                  9.5819312855304759E+002                  9.4336590842211354E+000                                        0                 -1.9999999999999989E+001                  2.5859620180639631E+000                  1.3725316368539345E-001                  1.5651414914754944E+003                  7.7495331354796502E+000                  1.2000325670708695E+006                  9.9999998738889584E-001                  2.7289992225034326E-001                  9.4240611659040645E+007                  1.2951771966862266E+008                  1.3696960693831206E+000                  1.3736850372951310E+000                  1.0001262347257343E+000                  1.0003638289686636E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1905729738885480E-003                  2.5020101302628416E-003                  1.8478329533529923E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -1.3081576594113264E-007                  1.6813613411979065E-004                  1.2021033285772535E-003                  6.5857983072461731E-004                  6.5681433868408203E+002                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015953546673545E-006                  0.0000000000000000E+000 
                                       8                  3.1945536220952575E+000                 -4.6626864431542794E+000                 -1.3858586736876239E+000                  1.6433319001083233E-007                  1.0000000000000000E+000                  9.5819326030805075E+002                  9.4336519060623729E+000                                        0                 -1.9999999999999989E+001                  2.5859620184217711E+000                  1.3725315424813464E-001                  1.5651415544421593E+003                  7.7496215410552365E+000                  1.2000530925455403E+006                  9.9999998738910933E-001                  2.7289992798038493E-001                  9.4240608903583214E+007                  1.2951771652991779E+008                  1.3696960747106457E+000                  1.3736850466070114E+000                  1.0001262361514487E+000                  1.0003638240882178E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1906164105698840E-003                  2.5020309668778696E-003                  1.8478381674597328E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -2.1325374324992224E-007                  1.6813688891128422E-004                  1.2021035653814300E-003                  6.5857983071638507E-004                  1.3136066207885742E+003                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015958905011279E-006                  0.0000000000000000E+000 
                                       9                  3.1945536570394966E+000                 -4.6626716224327192E+000                 -1.1568312200011801E+000                  1.6433319000560402E-007                  1.0000000000000000E+000                  9.5819352381371391E+002                  9.4336375501129393E+000                                        0                 -1.9999999999999989E+001                  2.5859620191373645E+000                  1.3725313537393394E-001                  1.5651416803767158E+003                  7.7497983534834916E+000                  1.2000941435174635E+006                  9.9999998738953666E-001                  2.7289993943934521E-001                  9.4240603392965093E+007                  1.2951771025282991E+008                  1.3696960853670528E+000                  1.3736850652296078E+000                  1.0001262390027994E+000                  1.0003638143279685E+000                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  1.2878770031221607E+000                  6.1907032834071854E-003                  2.5020726403631437E-003                  1.8478485953284728E-002                  6.1374013967199997E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -3.7812137430854092E-007                  1.6813839850277521E-004                  1.2021040389704626E-003                  6.5857983069992059E-004                  2.6271247329711914E+003                  7.0699999999999996E-001                  2.7300000000000008E-001                  2.0000000000000018E-002                  4.5015969621083813E-006                  0.0000000000000000E+000 
